ID_PERFIL,FEATURES_FORCADAS_DO_PERFIL,RANK,TITULO_RECOMENDADO,RATING_RECOMENDADO,JACCARD_SCORE,GENERO_FILME,TEMA_FILME,DIRETOR_FILME,PRODUTORA_FILME,PAIS_FILME
9,"genre: Épico de Aventura, theme: Crime de Drogas, main_actor: Hugh Grant, director: Chris Weitz, producer: Warner Bros, country: Estados Unidos, age_rating: Jovens, release_decade: 2020, release_type: Televisao, premios: Nao",7,Under Siege 2: Dark Territory,5.6,0.1875,Comédia Sombria,Ação de Exército de Um Só,Geoff Murphy,Warner Bros,Estados Unidos
9,"genre: Épico de Aventura, theme: Crime de Drogas, main_actor: Hugh Grant, director: Chris Weitz, producer: Warner Bros, country: Estados Unidos, age_rating: Jovens, release_decade: 2020, release_type: Televisao, premios: Nao",8,The Suicide Squad,7.2,0.1875,Comédia Sombria,Gun Fu,James Gunn,Warner Bros,Estados Unidos
9,"genre: Épico de Aventura, theme: Crime de Drogas, main_actor: Hugh Grant, director: Chris Weitz, producer: Warner Bros, country: Estados Unidos, age_rating: Jovens, release_decade: 2020, release_type: Televisao, premios: Nao",9,The Informant!,6.5,0.1875,Comédia Sombria,Crime Verdadeiro,Steven Soderbergh,Warner Bros,Estados Unidos
9,"genre: Épico de Aventura, theme: Crime de Drogas, main_actor: Hugh Grant, director: Chris Weitz, producer: Warner Bros, country: Estados Unidos, age_rating: Jovens, release_decade: 2020, release_type: Televisao, premios: Nao",10,Joker: Folie à Deux,5.2,0.2,Musical Jukebox,Outros,Todd Phillips,Warner Bros,Estados Unidos
10,"genre: Drama Psicológico, theme: Romance Quente / Sensual, main_actor: Ryan Reynolds, director: Robert Clouse, producer: Warner Bros, country: Itália, age_rating: Adultos, release_decade: 1980, release_type: Cinema, premios: Nao",1,Challengers,7.1,0.26666666666666666,Drama Psicológico,Romance Quente / Sensual,Luca Guadagnino,Frenesy Film Company,Itália
10,"genre: Drama Psicológico, theme: Romance Quente / Sensual, main_actor: Ryan Reynolds, director: Robert Clouse, producer: Warner Bros, country: Itália, age_rating: Adultos, release_decade: 1980, release_type: Cinema, premios: Nao",2,Contact,7.5,0.1875,Drama Psicológico,Thriller Psicológico,Robert Zemeckis,Warner Bros,Estados Unidos
10,"genre: Drama Psicológico, theme: Romance Quente / Sensual, main_actor: Ryan Reynolds, director: Robert Clouse, producer: Warner Bros, country: Itália, age_rating: Adultos, release_decade: 1980, release_type: Cinema, premios: Nao",3,Il diavolo nella carne,4.0,0.2,Drama,Romance,Joe DAmato,Filmirage,Itália
10,"genre: Drama Psicológico, theme: Romance Quente / Sensual, main_actor: Ryan Reynolds, director: Robert Clouse, producer: Warner Bros, country: Itália, age_rating: Adultos, release_decade: 1980, release_type: Cinema, premios: Nao",4,The Porno Killers,4.7,0.23076923076923078,Ação,Comédia,Outros,Outros,Itália
10,"genre: Drama Psicológico, theme: Romance Quente / Sensual, main_actor: Ryan Reynolds, director: Robert Clouse, producer: Warner Bros, country: Itália, age_rating: Adultos, release_decade: 1980, release_type: Cinema, premios: Nao",5,Requiem for a Dream,8.3,0.1875,Drama Psicológico,Tragédia,Darren Aronofsky,Artisan Entertainment,Estados Unidos
10,"genre: Drama Psicológico, theme: Romance Quente / Sensual, main_actor: Ryan Reynolds, director: Robert Clouse, producer: Warner Bros, country: Itália, age_rating: Adultos, release_decade: 1980, release_type: Cinema, premios: Nao",6,Pokémon: Detective Pikachu,6.5,0.1875,Comédia de Amigos,Aventura,Rob Letterman,Warner Bros,Estados Unidos
10,"genre: Drama Psicológico, theme: Romance Quente / Sensual, main_actor: Ryan Reynolds, director: Robert Clouse, producer: Warner Bros, country: Itália, age_rating: Adultos, release_decade: 1980, release_type: Cinema, premios: Nao",7,Bizarre,4.6,0.23076923076923078,Drama,Terror,Outros,Outros,Itália
10,"genre: Drama Psicológico, theme: Romance Quente / Sensual, main_actor: Ryan Reynolds, director: Robert Clouse, producer: Warner Bros, country: Itália, age_rating: Adultos, release_decade: 1980, release_type: Cinema, premios: Nao",8,Gloria,6.9,0.2,Drama Psicológico,Romance Quente / Sensual,Sebastin Lelio,Fabula,Chile
10,"genre: Drama Psicológico, theme: Romance Quente / Sensual, main_actor: Ryan Reynolds, director: Robert Clouse, producer: Warner Bros, country: Itália, age_rating: Adultos, release_decade: 1980, release_type: Cinema, premios: Nao",9,Dark Obsession,4.8,0.1875,Drama Psicológico,Drama,Nick Broomfield,Film Four International,Reino Unido
10,"genre: Drama Psicológico, theme: Romance Quente / Sensual, main_actor: Ryan Reynolds, director: Robert Clouse, producer: Warner Bros, country: Itália, age_rating: Adultos, release_decade: 1980, release_type: Cinema, premios: Nao",10,Bad Lieutenant,7.0,0.2,Drama Psicológico,Crime,Abel Ferrara,Outros,Estados Unidos
11,"genre: Drama Psicológico, theme: Cinema, main_actor: Robert De Niro, director: Antonio Margheriti, producer: Paramount Pictures, country: Coreia do Sul, age_rating: Adultos, release_decade: 1980, release_type: , premios: Nao",1,The Wailing,7.4,0.14285714285714285,Terror Folclórico,Tragédia,Outros,Outros,Coreia do Sul
11,"genre: Drama Psicológico, theme: Cinema, main_actor: Robert De Niro, director: Antonio Margheriti, producer: Paramount Pictures, country: Coreia do Sul, age_rating: Adultos, release_decade: 1980, release_type: , premios: Nao",2,Requiem for a Dream,8.3,0.1875,Drama Psicológico,Tragédia,Darren Aronofsky,Artisan Entertainment,Estados Unidos
11,"genre: Drama Psicológico, theme: Cinema, main_actor: Robert De Niro, director: Antonio Margheriti, producer: Paramount Pictures, country: Coreia do Sul, age_rating: Adultos, release_decade: 1980, release_type: , premios: Nao",3,The Call,7.1,0.14285714285714285,Thriller Psicológico,Crime,Outros,Outros,Coreia do Sul
11,"genre: Drama Psicológico, theme: Cinema, main_actor: Robert De Niro, director: Antonio Margheriti, producer: Paramount Pictures, country: Coreia do Sul, age_rating: Adultos, release_decade: 1980, release_type: , premios: Nao",4,We're No Angels,6.1,0.1875,Sátira,Comédia,Neil Jordan,Paramount Pictures,Estados Unidos
11,"genre: Drama Psicológico, theme: Cinema, main_actor: Robert De Niro, director: Antonio Margheriti, producer: Paramount Pictures, country: Coreia do Sul, age_rating: Adultos, release_decade: 1980, release_type: , premios: Nao",5,Mother!,6.6,0.1875,Drama Psicológico,Terror Psicológico,Darren Aronofsky,Paramount Pictures,Estados Unidos
11,"genre: Drama Psicológico, theme: Cinema, main_actor: Robert De Niro, director: Antonio Margheriti, producer: Paramount Pictures, country: Coreia do Sul, age_rating: Adultos, release_decade: 1980, release_type: , premios: Nao",6,Night in Paradise,6.8,0.14285714285714285,Ação,Crime,Outros,Outros,Coreia do Sul
11,"genre: Drama Psicológico, theme: Cinema, main_actor: Robert De Niro, director: Antonio Margheriti, producer: Paramount Pictures, country: Coreia do Sul, age_rating: Adultos, release_decade: 1980, release_type: , premios: Nao",7,Dark Obsession,4.8,0.1875,Drama Psicológico,Drama,Nick Broomfield,Film Four International,Reino Unido
11,"genre: Drama Psicológico, theme: Cinema, main_actor: Robert De Niro, director: Antonio Margheriti, producer: Paramount Pictures, country: Coreia do Sul, age_rating: Adultos, release_decade: 1980, release_type: , premios: Nao",8,Bad Lieutenant,7.0,0.2,Drama Psicológico,Crime,Abel Ferrara,Outros,Estados Unidos
11,"genre: Drama Psicológico, theme: Cinema, main_actor: Robert De Niro, director: Antonio Margheriti, producer: Paramount Pictures, country: Coreia do Sul, age_rating: Adultos, release_decade: 1980, release_type: , premios: Nao",9,The Score,6.8,0.1875,Assalto,Crime,Frank Oz,Paramount Pictures,Estados Unidos
11,"genre: Drama Psicológico, theme: Cinema, main_actor: Robert De Niro, director: Antonio Margheriti, producer: Paramount Pictures, country: Coreia do Sul, age_rating: Adultos, release_decade: 1980, release_type: , premios: Nao",10,Memoir of a Murderer,7.2,0.14285714285714285,Thriller Psicológico,Serial Killer,Outros,Outros,Coreia do Sul
12,"genre: Drama, theme: Romance Quente / Sensual, main_actor: Leonardo DiCaprio, director: JJ Abrams, producer: Paramount Pictures, country: Brasil, age_rating: Adultos, release_decade: 2000, release_type: Cinema, premios: Nao",1,Il diavolo nella carne,4.0,0.2,Drama,Romance,Joe DAmato,Filmirage,Itália
12,"genre: Drama, theme: Romance Quente / Sensual, main_actor: Leonardo DiCaprio, director: JJ Abrams, producer: Paramount Pictures, country: Brasil, age_rating: Adultos, release_decade: 2000, release_type: Cinema, premios: Nao",2,Elles,5.6,0.21428571428571427,Drama,Indefinido,Outros,Outros,França
12,"genre: Drama, theme: Romance Quente / Sensual, main_actor: Leonardo DiCaprio, director: JJ Abrams, producer: Paramount Pictures, country: Brasil, age_rating: Adultos, release_decade: 2000, release_type: Cinema, premios: Nao",3,Crash,6.4,0.1875,Drama,Indefinido,David Cronenberg,Alliance Communications Corporation,Canadá
12,"genre: Drama, theme: Romance Quente / Sensual, main_actor: Leonardo DiCaprio, director: JJ Abrams, producer: Paramount Pictures, country: Brasil, age_rating: Adultos, release_decade: 2000, release_type: Cinema, premios: Nao",4,Santa Sangre,7.5,0.23076923076923078,Drama,Terror,Outros,Outros,México
12,"genre: Drama, theme: Romance Quente / Sensual, main_actor: Leonardo DiCaprio, director: JJ Abrams, producer: Paramount Pictures, country: Brasil, age_rating: Adultos, release_decade: 2000, release_type: Cinema, premios: Nao",5,Regarding Henry,6.7,0.1875,Drama,Romance,Mike Nichols,Paramount Pictures,Estados Unidos
12,"genre: Drama, theme: Romance Quente / Sensual, main_actor: Leonardo DiCaprio, director: JJ Abrams, producer: Paramount Pictures, country: Brasil, age_rating: Adultos, release_decade: 2000, release_type: Cinema, premios: Nao",6,Whore,5.6,0.1875,Drama,Indefinido,Ken Russell,Trimark Pictures,Estados Unidos
12,"genre: Drama, theme: Romance Quente / Sensual, main_actor: Leonardo DiCaprio, director: JJ Abrams, producer: Paramount Pictures, country: Brasil, age_rating: Adultos, release_decade: 2000, release_type: Cinema, premios: Nao",7,Star Trek Into Darkness,7.7,0.1875,Ficção Científica Espacial,Ação,JJ Abrams,Paramount Pictures,Estados Unidos
12,"genre: Drama, theme: Romance Quente / Sensual, main_actor: Leonardo DiCaprio, director: JJ Abrams, producer: Paramount Pictures, country: Brasil, age_rating: Adultos, release_decade: 2000, release_type: Cinema, premios: Nao",8,Lower City,6.5,0.21428571428571427,Drama,Indefinido,Outros,Outros,Brasil
12,"genre: Drama, theme: Romance Quente / Sensual, main_actor: Leonardo DiCaprio, director: JJ Abrams, producer: Paramount Pictures, country: Brasil, age_rating: Adultos, release_decade: 2000, release_type: Cinema, premios: Nao",9,Staying Alive,4.8,0.1875,Drama,Música,Sylvester Stallone,Paramount Pictures,Estados Unidos
12,"genre: Drama, theme: Romance Quente / Sensual, main_actor: Leonardo DiCaprio, director: JJ Abrams, producer: Paramount Pictures, country: Brasil, age_rating: Adultos, release_decade: 2000, release_type: Cinema, premios: Nao",10,Blindness,6.5,0.2,Drama,Mistério,Outros,Rhombus Media,Brasil
13,"genre: Comédia Romântica, theme: Fantasia, main_actor: Jamie Foxx, director: Elizabeth Chai Vasarhelyi, producer: Walt Disney Pictures, country: Brasil, age_rating: Adultos, release_decade: 2020, release_type: Cinema, premios: Nao",1,O Início do Sexo,4.9,0.23076923076923078,Crime,Indefinido,Outros,Outros,Brasil
13,"genre: Comédia Romântica, theme: Fantasia, main_actor: Jamie Foxx, director: Elizabeth Chai Vasarhelyi, producer: Walt Disney Pictures, country: Brasil, age_rating: Adultos, release_decade: 2020, release_type: Cinema, premios: Nao",2,High Test Girls,4.4,0.23076923076923078,Comédia,Fantasia,Outros,Outros,Switzerland
13,"genre: Comédia Romântica, theme: Fantasia, main_actor: Jamie Foxx, director: Elizabeth Chai Vasarhelyi, producer: Walt Disney Pictures, country: Brasil, age_rating: Adultos, release_decade: 2020, release_type: Cinema, premios: Nao",3,Bare Behind Bars,4.3,0.23076923076923078,Crime,Drama,Outros,Outros,Brasil
13,"genre: Comédia Romântica, theme: Fantasia, main_actor: Jamie Foxx, director: Elizabeth Chai Vasarhelyi, producer: Walt Disney Pictures, country: Brasil, age_rating: Adultos, release_decade: 2020, release_type: Cinema, premios: Nao",4,Soul,8.0,0.2,Computer Animation,Aventura,Outros,Walt Disney Pictures,Estados Unidos
13,"genre: Comédia Romântica, theme: Fantasia, main_actor: Jamie Foxx, director: Elizabeth Chai Vasarhelyi, producer: Walt Disney Pictures, country: Brasil, age_rating: Adultos, release_decade: 2020, release_type: Cinema, premios: Nao",5,The Three Musketeers,6.4,0.11764705882352941,Capa e Espada,Ação,Stephen Herek,Walt Disney Pictures,Reino Unido
13,"genre: Comédia Romântica, theme: Fantasia, main_actor: Jamie Foxx, director: Elizabeth Chai Vasarhelyi, producer: Walt Disney Pictures, country: Brasil, age_rating: Adultos, release_decade: 2020, release_type: Cinema, premios: Nao",6,Eva,6.6,0.125,Drama,Fantasia,Outros,Canal Espaa,Espanha
13,"genre: Comédia Romântica, theme: Fantasia, main_actor: Jamie Foxx, director: Elizabeth Chai Vasarhelyi, producer: Walt Disney Pictures, country: Brasil, age_rating: Adultos, release_decade: 2020, release_type: Cinema, premios: Nao",7,Il diavolo nella carne,4.0,0.125,Drama,Romance,Joe DAmato,Filmirage,Itália
13,"genre: Comédia Romântica, theme: Fantasia, main_actor: Jamie Foxx, director: Elizabeth Chai Vasarhelyi, producer: Walt Disney Pictures, country: Brasil, age_rating: Adultos, release_decade: 2020, release_type: Cinema, premios: Nao",8,"Emanuelle, Queen of Sados",4.4,0.14285714285714285,Crime,Drama,Outros,Outros,Greece
13,"genre: Comédia Romântica, theme: Fantasia, main_actor: Jamie Foxx, director: Elizabeth Chai Vasarhelyi, producer: Walt Disney Pictures, country: Brasil, age_rating: Adultos, release_decade: 2020, release_type: Cinema, premios: Nao",9,Something Wicked This Way Comes,6.7,0.13333333333333333,Fantasia Sombria,Fantasia,Outros,Walt Disney Productions,Estados Unidos
13,"genre: Comédia Romântica, theme: Fantasia, main_actor: Jamie Foxx, director: Elizabeth Chai Vasarhelyi, producer: Walt Disney Pictures, country: Brasil, age_rating: Adultos, release_decade: 2020, release_type: Cinema, premios: Nao",10,Pooh's Heffalump Movie,6.4,0.125,Animação Desenhada à Mão,Aventura,Outros,Walt Disney Pictures,Estados Unidos
14,"genre: Thriller, theme: Fantasia, main_actor: Megan Fox, director: Tim Burton, producer: Harpo Films, country: Brasil, age_rating: Jovens, release_decade: 1980, release_type: Cinema, premios: Sim",1,Julia and Julia,5.4,0.26666666666666666,Drama,Fantasia,Outros,RAI Radiotelevisione Italiana,Itália
14,"genre: Thriller, theme: Fantasia, main_actor: Megan Fox, director: Tim Burton, producer: Harpo Films, country: Brasil, age_rating: Jovens, release_decade: 1980, release_type: Cinema, premios: Sim",2,The Boy Next Door,4.7,0.25,Thriller,Indefinido,Rob Cohen,Universal Pictures,Estados Unidos
14,"genre: Thriller, theme: Fantasia, main_actor: Megan Fox, director: Tim Burton, producer: Harpo Films, country: Brasil, age_rating: Jovens, release_decade: 1980, release_type: Cinema, premios: Sim",3,Lower City,6.5,0.2857142857142857,Drama,Indefinido,Outros,Outros,Brasil
14,"genre: Thriller, theme: Fantasia, main_actor: Megan Fox, director: Tim Burton, producer: Harpo Films, country: Brasil, age_rating: Jovens, release_decade: 1980, release_type: Cinema, premios: Sim",4,Blindness,6.5,0.26666666666666666,Drama,Mistério,Outros,Rhombus Media,Brasil
14,"genre: Thriller, theme: Fantasia, main_actor: Megan Fox, director: Tim Burton, producer: Harpo Films, country: Brasil, age_rating: Jovens, release_decade: 1980, release_type: Cinema, premios: Sim",5,Born of Fire,6.1,0.26666666666666666,Drama,Fantasia,Outros,Film Four International,Reino Unido
14,"genre: Thriller, theme: Fantasia, main_actor: Megan Fox, director: Tim Burton, producer: Harpo Films, country: Brasil, age_rating: Jovens, release_decade: 1980, release_type: Cinema, premios: Sim",6,Subway,6.5,0.25,Thriller,Indefinido,Luc Besson,Gaumont,França
14,"genre: Thriller, theme: Fantasia, main_actor: Megan Fox, director: Tim Burton, producer: Harpo Films, country: Brasil, age_rating: Jovens, release_decade: 1980, release_type: Cinema, premios: Sim",7,Intacto,6.8,0.26666666666666666,Drama,Fantasia,Outros,Canal Espaa,Espanha
14,"genre: Thriller, theme: Fantasia, main_actor: Megan Fox, director: Tim Burton, producer: Harpo Films, country: Brasil, age_rating: Jovens, release_decade: 1980, release_type: Cinema, premios: Sim",8,Don't Be Afraid of the Dark,5.5,0.26666666666666666,Terror Sobrenatural,Fantasia,Outros,Miramax,Estados Unidos
14,"genre: Thriller, theme: Fantasia, main_actor: Megan Fox, director: Tim Burton, producer: Harpo Films, country: Brasil, age_rating: Jovens, release_decade: 1980, release_type: Cinema, premios: Sim",9,Yakuza Princess,4.8,0.2857142857142857,Thriller,Indefinido,Outros,Outros,Brasil
14,"genre: Thriller, theme: Fantasia, main_actor: Megan Fox, director: Tim Burton, producer: Harpo Films, country: Brasil, age_rating: Jovens, release_decade: 1980, release_type: Cinema, premios: Sim",10,Intruders,5.4,0.26666666666666666,Terror Sobrenatural,Fantasia,Outros,Canal Espaa,Estados Unidos
15,"genre: Thriller, theme: Mistério, main_actor: Emily Blunt, director: George Miller, producer: Walt Disney Pictures, country: Coreia do Sul, age_rating: Jovens, release_decade: 2000, release_type: , premios: Nao",1,Escape from Mogadishu,7.0,0.14285714285714285,Ação,Drama,Outros,Outros,Coreia do Sul
15,"genre: Thriller, theme: Mistério, main_actor: Emily Blunt, director: George Miller, producer: Walt Disney Pictures, country: Coreia do Sul, age_rating: Jovens, release_decade: 2000, release_type: , premios: Nao",2,Presumed Innocent,6.9,0.11764705882352941,Thriller Legal,Mistério,Alan J Pakula,Warner Bros,Estados Unidos
15,"genre: Thriller, theme: Mistério, main_actor: Emily Blunt, director: George Miller, producer: Walt Disney Pictures, country: Coreia do Sul, age_rating: Jovens, release_decade: 2000, release_type: , premios: Nao",3,Last Moment of Clarity,5.2,0.125,Drama,Mistério,Outros,Metalwork Pictures,Estados Unidos
15,"genre: Thriller, theme: Mistério, main_actor: Emily Blunt, director: George Miller, producer: Walt Disney Pictures, country: Coreia do Sul, age_rating: Jovens, release_decade: 2000, release_type: , premios: Nao",4,The Strangers,6.1,0.125,Terror,Mistério,Outros,Rogue Pictures,Estados Unidos
15,"genre: Thriller, theme: Mistério, main_actor: Emily Blunt, director: George Miller, producer: Walt Disney Pictures, country: Coreia do Sul, age_rating: Jovens, release_decade: 2000, release_type: , premios: Nao",5,The Boy Next Door,4.7,0.11764705882352941,Thriller,Indefinido,Rob Cohen,Universal Pictures,Estados Unidos
15,"genre: Thriller, theme: Mistério, main_actor: Emily Blunt, director: George Miller, producer: Walt Disney Pictures, country: Coreia do Sul, age_rating: Jovens, release_decade: 2000, release_type: , premios: Nao",6,Woman of Desire,4.1,0.125,Drama,Mistério,Outros,Millennium Films,Estados Unidos
15,"genre: Thriller, theme: Mistério, main_actor: Emily Blunt, director: George Miller, producer: Walt Disney Pictures, country: Coreia do Sul, age_rating: Jovens, release_decade: 2000, release_type: , premios: Nao",7,Chunhyang,7.1,0.13333333333333333,Drama,Musical,Outros,CJ Entertainment,Coreia do Sul
15,"genre: Thriller, theme: Mistério, main_actor: Emily Blunt, director: George Miller, producer: Walt Disney Pictures, country: Coreia do Sul, age_rating: Jovens, release_decade: 2000, release_type: , premios: Nao",8,Quid Pro Quo,6.1,0.125,Drama,Mistério,Outros,HDNet Films,Estados Unidos
15,"genre: Thriller, theme: Mistério, main_actor: Emily Blunt, director: George Miller, producer: Walt Disney Pictures, country: Coreia do Sul, age_rating: Jovens, release_decade: 2000, release_type: , premios: Nao",9,A Jazzman's Blues,6.8,0.125,Drama,Mistério,Tyler Perry,Tyler Perry Studios,Estados Unidos
15,"genre: Thriller, theme: Mistério, main_actor: Emily Blunt, director: George Miller, producer: Walt Disney Pictures, country: Coreia do Sul, age_rating: Jovens, release_decade: 2000, release_type: , premios: Nao",10,Immortality,6.2,0.13333333333333333,Crime,Mistério,Outros,Outros,Reino Unido
16,"genre: Comédia Romântica, theme: Mistério, main_actor: Zac Efron, director: Tom Holland, producer: Harpo Films, country: Itália, age_rating: Jovens, release_decade: 1990, release_type: Cinema, premios: Sim",1,Barney's Version,7.3,0.26666666666666666,Comédia,Drama,Outros,Serendipity Point Films,Itália
16,"genre: Comédia Romântica, theme: Mistério, main_actor: Zac Efron, director: Tom Holland, producer: Harpo Films, country: Itália, age_rating: Jovens, release_decade: 1990, release_type: Cinema, premios: Sim",2,Julia and Julia,5.4,0.26666666666666666,Drama,Fantasia,Outros,RAI Radiotelevisione Italiana,Itália
16,"genre: Comédia Romântica, theme: Mistério, main_actor: Zac Efron, director: Tom Holland, producer: Harpo Films, country: Itália, age_rating: Jovens, release_decade: 1990, release_type: Cinema, premios: Sim",3,Presumed Innocent,6.9,0.25,Thriller Legal,Mistério,Alan J Pakula,Warner Bros,Estados Unidos
16,"genre: Comédia Romântica, theme: Mistério, main_actor: Zac Efron, director: Tom Holland, producer: Harpo Films, country: Itália, age_rating: Jovens, release_decade: 1990, release_type: Cinema, premios: Sim",4,King of New York,6.9,0.25,Comédia Sombria,Gangster,Abel Ferrara,Reteitalia,Itália
16,"genre: Comédia Romântica, theme: Mistério, main_actor: Zac Efron, director: Tom Holland, producer: Harpo Films, country: Itália, age_rating: Jovens, release_decade: 1990, release_type: Cinema, premios: Sim",5,The Strangers,6.1,0.26666666666666666,Terror,Mistério,Outros,Rogue Pictures,Estados Unidos
16,"genre: Comédia Romântica, theme: Mistério, main_actor: Zac Efron, director: Tom Holland, producer: Harpo Films, country: Itália, age_rating: Jovens, release_decade: 1990, release_type: Cinema, premios: Sim",6,Kaos,7.8,0.3076923076923077,Comédia,Drama,Outros,Outros,Itália
16,"genre: Comédia Romântica, theme: Mistério, main_actor: Zac Efron, director: Tom Holland, producer: Harpo Films, country: Itália, age_rating: Jovens, release_decade: 1990, release_type: Cinema, premios: Sim",7,A Jazzman's Blues,6.8,0.26666666666666666,Drama,Mistério,Tyler Perry,Tyler Perry Studios,Estados Unidos
16,"genre: Comédia Romântica, theme: Mistério, main_actor: Zac Efron, director: Tom Holland, producer: Harpo Films, country: Itália, age_rating: Jovens, release_decade: 1990, release_type: Cinema, premios: Sim",8,Immortality,6.2,0.2857142857142857,Crime,Mistério,Outros,Outros,Reino Unido
16,"genre: Comédia Romântica, theme: Mistério, main_actor: Zac Efron, director: Tom Holland, producer: Harpo Films, country: Itália, age_rating: Jovens, release_decade: 1990, release_type: Cinema, premios: Sim",9,Coffee and Cigarettes,7.0,0.25,Comédia Sombria,Comédia,Jim Jarmusch,BIM Distribuzione,Itália
16,"genre: Comédia Romântica, theme: Mistério, main_actor: Zac Efron, director: Tom Holland, producer: Harpo Films, country: Itália, age_rating: Jovens, release_decade: 1990, release_type: Cinema, premios: Sim",10,Affliction,6.9,0.25,Drama,Mistério,Paul Schrader,JVC Entertainment Networks,Estados Unidos
17,"genre: Thriller, theme: Assalto, main_actor: Robin Williams, director: James Ivory, producer: TriStar Pictures, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",1,Le déclic,4.1,0.3333333333333333,Thriller,Indefinido,Outros,Outros,França
17,"genre: Thriller, theme: Assalto, main_actor: Robin Williams, director: James Ivory, producer: TriStar Pictures, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",2,Subway,6.5,0.26666666666666666,Thriller,Indefinido,Luc Besson,Gaumont,França
17,"genre: Thriller, theme: Assalto, main_actor: Robin Williams, director: James Ivory, producer: TriStar Pictures, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",3,Femme Fatale,6.2,0.26666666666666666,Thriller Erótico,Assalto,Brian De Palma,Epsilon Motion Pictures,França
17,"genre: Thriller, theme: Assalto, main_actor: Robin Williams, director: James Ivory, producer: TriStar Pictures, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",4,Slaves of New York,5.7,0.26666666666666666,Comédia,Drama,James Ivory,TriStar Pictures,Estados Unidos
17,"genre: Thriller, theme: Assalto, main_actor: Robin Williams, director: James Ivory, producer: TriStar Pictures, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",5,Kings,5.1,0.21428571428571427,Crime Verdadeiro,Crime,Outros,Outros,França
17,"genre: Thriller, theme: Assalto, main_actor: Robin Williams, director: James Ivory, producer: TriStar Pictures, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",6,Valmont,7.0,0.1875,Period Drama,Tragédia,Milos Forman,Renn Productions,França
17,"genre: Thriller, theme: Assalto, main_actor: Robin Williams, director: James Ivory, producer: TriStar Pictures, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",7,Alice and Martin,6.2,0.2,Drama,Romance,Outros,Les Films Alain Sarde,França
17,"genre: Thriller, theme: Assalto, main_actor: Robin Williams, director: James Ivory, producer: TriStar Pictures, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",8,Raw,6.9,0.23076923076923078,Terror Corporal (Body Horror),Amadurecimento,Outros,Outros,França
17,"genre: Thriller, theme: Assalto, main_actor: Robin Williams, director: James Ivory, producer: TriStar Pictures, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",9,Hideaway,5.3,0.2,Terror Psicológico,Thriller Psicológico,Outros,TriStar Pictures,Estados Unidos
17,"genre: Thriller, theme: Assalto, main_actor: Robin Williams, director: James Ivory, producer: TriStar Pictures, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",10,The Death of Stalin,7.3,0.2,Comédia Sombria,Sátira,Outros,Gaumont,França
18,"genre: Romance Leve, theme: História, main_actor: Sandra Bullock, director: Brad Bird, producer: TriStar Pictures, country: França, age_rating: Família, release_decade: 1980, release_type: Cinema, premios: Nao",1,Sleepless in Seattle,6.8,0.26666666666666666,Romance Leve,Comédia Romântica,Nora Ephron,TriStar Pictures,Estados Unidos
18,"genre: Romance Leve, theme: História, main_actor: Sandra Bullock, director: Brad Bird, producer: TriStar Pictures, country: França, age_rating: Família, release_decade: 1980, release_type: Cinema, premios: Nao",2,The Innocents,7.3,0.2857142857142857,Drama,História,Anne Fontaine,Mandarin Films,França
18,"genre: Romance Leve, theme: História, main_actor: Sandra Bullock, director: Brad Bird, producer: TriStar Pictures, country: França, age_rating: Família, release_decade: 1980, release_type: Cinema, premios: Nao",3,Steel Magnolias,7.3,0.26666666666666666,Romance Leve,Comédia,Herbert Ross,TriStar Pictures,Estados Unidos
18,"genre: Romance Leve, theme: História, main_actor: Sandra Bullock, director: Brad Bird, producer: TriStar Pictures, country: França, age_rating: Família, release_decade: 1980, release_type: Cinema, premios: Nao",4,While You Were Sleeping,6.8,0.26666666666666666,Romance Leve,Comédia de Feriado,Jon Turteltaub,Hollywood Pictures,Estados Unidos
18,"genre: Romance Leve, theme: História, main_actor: Sandra Bullock, director: Brad Bird, producer: TriStar Pictures, country: França, age_rating: Família, release_decade: 1980, release_type: Cinema, premios: Nao",5,The Last of the Unjust,7.3,0.3076923076923077,Documentário,História,Outros,Le Pacte,França
18,"genre: Romance Leve, theme: História, main_actor: Sandra Bullock, director: Brad Bird, producer: TriStar Pictures, country: França, age_rating: Família, release_decade: 1980, release_type: Cinema, premios: Nao",6,Two Weeks Notice,6.2,0.2857142857142857,Romance Leve,Comédia Romântica,Outros,Castle Rock Entertainment,Estados Unidos
18,"genre: Romance Leve, theme: História, main_actor: Sandra Bullock, director: Brad Bird, producer: TriStar Pictures, country: França, age_rating: Família, release_decade: 1980, release_type: Cinema, premios: Nao",7,The Taste of Things,7.4,0.2857142857142857,Romance Leve,Drama de Época,Outros,Gaumont,França
